timestamp,container,cpu_percent,memory_usage,memory_limit,memory_percent
2026-09-07T12:47:19-03:00,scenario_3-service_a-1,23.43%,109.8MiB,19.44GiB,0.55%
2026-09-07T12:47:19-03:00,scenario_3-service_b-1,20.22%,102.7MiB,19.44GiB,0.52%
2026-09-07T12:47:24-03:00,scenario_3-service_a-1,87.81%,110.9MiB,19.44GiB,0.56%
2026-09-07T12:47:24-03:00,scenario_3-service_b-1,41.69%,103.5MiB,19.44GiB,0.52%
2026-09-07T12:47:29-03:00,scenario_3-service_a-1,149.85%,121.1MiB,19.44GiB,0.61%
2026-09-07T12:47:29-03:00,scenario_3-service_b-1,52.41%,103.4MiB,19.44GiB,0.52%
2026-09-07T12:47:34-03:00,scenario_3-service_a-1,130.88%,111.5MiB,19.44GiB,0.56%
2026-09-07T12:47:34-03:00,scenario_3-service_b-1,66.14%,103.1MiB,19.44GiB,0.52%
2026-09-07T12:47:39-03:00,scenario_3-service_a-1,242.22%,116MiB,19.44GiB,0.58%
2026-09-07T12:47:39-03:00,scenario_3-service_b-1,64.72%,103.8MiB,19.44GiB,0.52%
2026-09-07T12:47:44-03:00,scenario_3-service_a-1,180.52%,115.9MiB,19.44GiB,0.58%
2026-09-07T12:47:45-03:00,scenario_3-service_b-1,75.52%,105MiB,19.44GiB,0.53%
2026-09-07T12:47:50-03:00,scenario_3-service_a-1,191.21%,117.7MiB,19.44GiB,0.59%
2026-09-07T12:47:50-03:00,scenario_3-service_b-1,75.44%,106.5MiB,19.44GiB,0.53%
2026-09-07T12:47:55-03:00,scenario_3-service_a-1,206.51%,126.5MiB,19.44GiB,0.64%
2026-09-07T12:47:55-03:00,scenario_3-service_b-1,77.90%,108.3MiB,19.44GiB,0.54%
2026-09-07T12:48:00-03:00,scenario_3-service_a-1,251.06%,129.2MiB,19.44GiB,0.65%
2026-09-07T12:48:00-03:00,scenario_3-service_b-1,54.76%,108.4MiB,19.44GiB,0.54%
2026-09-07T12:48:05-03:00,scenario_3-service_a-1,136.63%,117.2MiB,19.44GiB,0.59%
2026-09-07T12:48:05-03:00,scenario_3-service_b-1,52.29%,107.7MiB,19.44GiB,0.54%
2026-09-07T12:48:10-03:00,scenario_3-service_a-1,207.61%,117.6MiB,19.44GiB,0.59%
2026-09-07T12:48:10-03:00,scenario_3-service_b-1,66.63%,109.3MiB,19.44GiB,0.55%
2026-09-07T12:48:15-03:00,scenario_3-service_a-1,206.11%,117.6MiB,19.44GiB,0.59%
2026-09-07T12:48:15-03:00,scenario_3-service_b-1,101.61%,109.3MiB,19.44GiB,0.55%
2026-09-07T12:48:21-03:00,scenario_3-service_a-1,131.28%,117.7MiB,19.44GiB,0.59%
2026-09-07T12:48:21-03:00,scenario_3-service_b-1,74.04%,109.8MiB,19.44GiB,0.55%
2026-09-07T12:48:26-03:00,scenario_3-service_a-1,140.98%,117.1MiB,19.44GiB,0.59%
2026-09-07T12:48:26-03:00,scenario_3-service_b-1,62.23%,117MiB,19.44GiB,0.59%
2026-09-07T12:48:31-03:00,scenario_3-service_a-1,182.55%,117.3MiB,19.44GiB,0.59%
2026-09-07T12:48:31-03:00,scenario_3-service_b-1,77.61%,109.2MiB,19.44GiB,0.55%
2026-09-07T12:48:36-03:00,scenario_3-service_a-1,188.43%,117.7MiB,19.44GiB,0.59%
2026-09-07T12:48:36-03:00,scenario_3-service_b-1,78.80%,109.1MiB,19.44GiB,0.55%
2026-09-07T12:48:41-03:00,scenario_3-service_a-1,132.12%,117.4MiB,19.44GiB,0.59%
2026-09-07T12:48:41-03:00,scenario_3-service_b-1,77.71%,117.2MiB,19.44GiB,0.59%
2026-09-07T12:48:46-03:00,scenario_3-service_a-1,136.94%,117.4MiB,19.44GiB,0.59%
2026-09-07T12:48:47-03:00,scenario_3-service_b-1,65.75%,109.9MiB,19.44GiB,0.55%
2026-09-07T12:48:52-03:00,scenario_3-service_a-1,142.36%,126.1MiB,19.44GiB,0.63%
2026-09-07T12:48:52-03:00,scenario_3-service_b-1,65.17%,109.3MiB,19.44GiB,0.55%
2026-09-07T12:48:57-03:00,scenario_3-service_a-1,130.84%,117.5MiB,19.44GiB,0.59%
2026-09-07T12:48:57-03:00,scenario_3-service_b-1,71.57%,109.9MiB,19.44GiB,0.55%
2026-09-07T12:49:02-03:00,scenario_3-service_a-1,238.34%,127.4MiB,19.44GiB,0.64%
2026-09-07T12:49:02-03:00,scenario_3-service_b-1,78.05%,109.5MiB,19.44GiB,0.55%
2026-09-07T12:49:07-03:00,scenario_3-service_a-1,202.12%,117MiB,19.44GiB,0.59%
2026-09-07T12:49:07-03:00,scenario_3-service_b-1,77.72%,109.9MiB,19.44GiB,0.55%
2026-09-07T12:49:12-03:00,scenario_3-service_a-1,174.13%,117.2MiB,19.44GiB,0.59%
2026-09-07T12:49:12-03:00,scenario_3-service_b-1,94.80%,109.5MiB,19.44GiB,0.55%
2026-09-07T12:49:18-03:00,scenario_3-service_a-1,134.86%,115.6MiB,19.44GiB,0.58%
2026-09-07T12:49:18-03:00,scenario_3-service_b-1,101.19%,109.5MiB,19.44GiB,0.55%
2026-09-07T12:49:23-03:00,scenario_3-service_a-1,21.45%,116.5MiB,19.44GiB,0.59%
2026-09-07T12:49:23-03:00,scenario_3-service_b-1,9.60%,109.1MiB,19.44GiB,0.55%
