timestamp,container,cpu_percent,memory_usage,memory_limit,memory_percent
2026-09-07T12:32:14-03:00,scenario_3-service_a-1,26.84%,109.8MiB,19.44GiB,0.55%
2026-09-07T12:32:14-03:00,scenario_3-service_b-1,21.51%,102MiB,19.44GiB,0.51%
2026-09-07T12:32:19-03:00,scenario_3-service_a-1,103.07%,110.7MiB,19.44GiB,0.56%
2026-09-07T12:32:19-03:00,scenario_3-service_b-1,50.82%,103.4MiB,19.44GiB,0.52%
2026-09-07T12:32:24-03:00,scenario_3-service_a-1,151.80%,111.4MiB,19.44GiB,0.56%
2026-09-07T12:32:24-03:00,scenario_3-service_b-1,79.37%,103.5MiB,19.44GiB,0.52%
2026-09-07T12:32:30-03:00,scenario_3-service_a-1,177.69%,111.9MiB,19.44GiB,0.56%
2026-09-07T12:32:30-03:00,scenario_3-service_b-1,108.78%,103.7MiB,19.44GiB,0.52%
2026-09-07T12:32:35-03:00,scenario_3-service_a-1,182.86%,111.9MiB,19.44GiB,0.56%
2026-09-07T12:32:35-03:00,scenario_3-service_b-1,83.99%,106MiB,19.44GiB,0.53%
2026-09-07T12:32:40-03:00,scenario_3-service_a-1,210.56%,117.3MiB,19.44GiB,0.59%
2026-09-07T12:32:40-03:00,scenario_3-service_b-1,61.99%,105.1MiB,19.44GiB,0.53%
2026-09-07T12:32:45-03:00,scenario_3-service_a-1,177.14%,117.6MiB,19.44GiB,0.59%
2026-09-07T12:32:45-03:00,scenario_3-service_b-1,61.20%,105.9MiB,19.44GiB,0.53%
2026-09-07T12:32:50-03:00,scenario_3-service_a-1,208.04%,117.4MiB,19.44GiB,0.59%
2026-09-07T12:32:50-03:00,scenario_3-service_b-1,71.29%,106.1MiB,19.44GiB,0.53%
2026-09-07T12:32:56-03:00,scenario_3-service_a-1,173.69%,116.9MiB,19.44GiB,0.59%
2026-09-07T12:32:56-03:00,scenario_3-service_b-1,106.94%,107.2MiB,19.44GiB,0.54%
2026-09-07T12:33:01-03:00,scenario_3-service_a-1,173.01%,117.1MiB,19.44GiB,0.59%
2026-09-07T12:33:01-03:00,scenario_3-service_b-1,60.29%,108.2MiB,19.44GiB,0.54%
2026-09-07T12:33:06-03:00,scenario_3-service_a-1,196.10%,117.4MiB,19.44GiB,0.59%
2026-09-07T12:33:06-03:00,scenario_3-service_b-1,57.75%,108.1MiB,19.44GiB,0.54%
2026-09-07T12:33:11-03:00,scenario_3-service_a-1,211.74%,116.9MiB,19.44GiB,0.59%
2026-09-07T12:33:11-03:00,scenario_3-service_b-1,106.84%,107.6MiB,19.44GiB,0.54%
2026-09-07T12:33:16-03:00,scenario_3-service_a-1,215.67%,117.4MiB,19.44GiB,0.59%
2026-09-07T12:33:16-03:00,scenario_3-service_b-1,60.93%,107.7MiB,19.44GiB,0.54%
2026-09-07T12:33:22-03:00,scenario_3-service_a-1,160.26%,116.7MiB,19.44GiB,0.59%
2026-09-07T12:33:22-03:00,scenario_3-service_b-1,61.11%,109.5MiB,19.44GiB,0.55%
2026-09-07T12:33:27-03:00,scenario_3-service_a-1,214.13%,117.5MiB,19.44GiB,0.59%
2026-09-07T12:33:27-03:00,scenario_3-service_b-1,64.94%,111.4MiB,19.44GiB,0.56%
2026-09-07T12:33:32-03:00,scenario_3-service_a-1,187.46%,117.7MiB,19.44GiB,0.59%
2026-09-07T12:33:32-03:00,scenario_3-service_b-1,107.53%,109.5MiB,19.44GiB,0.55%
2026-09-07T12:33:37-03:00,scenario_3-service_a-1,197.85%,117.5MiB,19.44GiB,0.59%
2026-09-07T12:33:37-03:00,scenario_3-service_b-1,81.22%,109.3MiB,19.44GiB,0.55%
2026-09-07T12:33:42-03:00,scenario_3-service_a-1,173.97%,118.8MiB,19.44GiB,0.60%
2026-09-07T12:33:42-03:00,scenario_3-service_b-1,72.00%,109.8MiB,19.44GiB,0.55%
2026-09-07T12:33:48-03:00,scenario_3-service_a-1,214.01%,120.4MiB,19.44GiB,0.60%
2026-09-07T12:33:48-03:00,scenario_3-service_b-1,78.45%,109.2MiB,19.44GiB,0.55%
2026-09-07T12:33:53-03:00,scenario_3-service_a-1,219.84%,117MiB,19.44GiB,0.59%
2026-09-07T12:33:53-03:00,scenario_3-service_b-1,79.04%,117.3MiB,19.44GiB,0.59%
2026-09-07T12:33:58-03:00,scenario_3-service_a-1,194.04%,117.1MiB,19.44GiB,0.59%
2026-09-07T12:33:58-03:00,scenario_3-service_b-1,86.78%,109.2MiB,19.44GiB,0.55%
2026-09-07T12:34:03-03:00,scenario_3-service_a-1,153.32%,117.3MiB,19.44GiB,0.59%
2026-09-07T12:34:03-03:00,scenario_3-service_b-1,70.44%,109.5MiB,19.44GiB,0.55%
2026-09-07T12:34:09-03:00,scenario_3-service_a-1,194.94%,117MiB,19.44GiB,0.59%
2026-09-07T12:34:09-03:00,scenario_3-service_b-1,102.04%,109.6MiB,19.44GiB,0.55%
2026-09-07T12:34:14-03:00,scenario_3-service_a-1,11.23%,115.3MiB,19.44GiB,0.58%
2026-09-07T12:34:14-03:00,scenario_3-service_b-1,55.29%,109.2MiB,19.44GiB,0.55%
