timestamp,container,cpu_percent,memory_usage,memory_limit,memory_percent
2026-09-07T12:24:50-03:00,scenario_2-service_a-1,26.98%,108.2MiB,19.44GiB,0.54%
2026-09-07T12:24:50-03:00,scenario_2-service_b-1,36.07%,98.3MiB,19.44GiB,0.49%
2026-09-07T12:24:55-03:00,scenario_2-service_a-1,166.81%,108.5MiB,19.44GiB,0.54%
2026-09-07T12:24:55-03:00,scenario_2-service_b-1,64.53%,99.58MiB,19.44GiB,0.50%
2026-09-07T12:25:00-03:00,scenario_2-service_a-1,243.18%,109.6MiB,19.44GiB,0.55%
2026-09-07T12:25:00-03:00,scenario_2-service_b-1,73.53%,100.4MiB,19.44GiB,0.50%
2026-09-07T12:25:06-03:00,scenario_2-service_a-1,162.10%,109.9MiB,19.44GiB,0.55%
2026-09-07T12:25:06-03:00,scenario_2-service_b-1,108.76%,100.4MiB,19.44GiB,0.50%
2026-09-07T12:25:11-03:00,scenario_2-service_a-1,208.76%,111.1MiB,19.44GiB,0.56%
2026-09-07T12:25:11-03:00,scenario_2-service_b-1,70.92%,100.5MiB,19.44GiB,0.50%
2026-09-07T12:25:16-03:00,scenario_2-service_a-1,248.36%,112.7MiB,19.44GiB,0.57%
2026-09-07T12:25:16-03:00,scenario_2-service_b-1,80.08%,100.2MiB,19.44GiB,0.50%
2026-09-07T12:25:21-03:00,scenario_2-service_a-1,236.07%,128.7MiB,19.44GiB,0.65%
2026-09-07T12:25:21-03:00,scenario_2-service_b-1,73.50%,101.8MiB,19.44GiB,0.51%
2026-09-07T12:25:26-03:00,scenario_2-service_a-1,196.42%,128.7MiB,19.44GiB,0.65%
2026-09-07T12:25:26-03:00,scenario_2-service_b-1,70.39%,105MiB,19.44GiB,0.53%
2026-09-07T12:25:32-03:00,scenario_2-service_a-1,207.85%,115.4MiB,19.44GiB,0.58%
2026-09-07T12:25:32-03:00,scenario_2-service_b-1,121.45%,116.6MiB,19.44GiB,0.59%
2026-09-07T12:25:37-03:00,scenario_2-service_a-1,231.83%,115.6MiB,19.44GiB,0.58%
2026-09-07T12:25:37-03:00,scenario_2-service_b-1,66.91%,105.3MiB,19.44GiB,0.53%
2026-09-07T12:25:42-03:00,scenario_2-service_a-1,150.28%,123.8MiB,19.44GiB,0.62%
2026-09-07T12:25:43-03:00,scenario_2-service_b-1,51.44%,105MiB,19.44GiB,0.53%
2026-09-07T12:25:48-03:00,scenario_2-service_a-1,187.64%,115.6MiB,19.44GiB,0.58%
2026-09-07T12:25:48-03:00,scenario_2-service_b-1,78.29%,108MiB,19.44GiB,0.54%
2026-09-07T12:25:53-03:00,scenario_2-service_a-1,234.90%,116.1MiB,19.44GiB,0.58%
2026-09-07T12:25:53-03:00,scenario_2-service_b-1,101.74%,116.3MiB,19.44GiB,0.58%
2026-09-07T12:25:58-03:00,scenario_2-service_a-1,170.58%,115.8MiB,19.44GiB,0.58%
2026-09-07T12:25:58-03:00,scenario_2-service_b-1,70.99%,107.3MiB,19.44GiB,0.54%
2026-09-07T12:26:04-03:00,scenario_2-service_a-1,162.98%,116MiB,19.44GiB,0.58%
2026-09-07T12:26:04-03:00,scenario_2-service_b-1,66.36%,107.2MiB,19.44GiB,0.54%
2026-09-07T12:26:09-03:00,scenario_2-service_a-1,134.89%,116MiB,19.44GiB,0.58%
2026-09-07T12:26:09-03:00,scenario_2-service_b-1,62.33%,107.3MiB,19.44GiB,0.54%
2026-09-07T12:26:14-03:00,scenario_2-service_a-1,179.65%,115.5MiB,19.44GiB,0.58%
2026-09-07T12:26:14-03:00,scenario_2-service_b-1,56.91%,107MiB,19.44GiB,0.54%
2026-09-07T12:26:19-03:00,scenario_2-service_a-1,197.14%,115.7MiB,19.44GiB,0.58%
2026-09-07T12:26:19-03:00,scenario_2-service_b-1,75.60%,107MiB,19.44GiB,0.54%
2026-09-07T12:26:25-03:00,scenario_2-service_a-1,145.83%,116.1MiB,19.44GiB,0.58%
2026-09-07T12:26:25-03:00,scenario_2-service_b-1,80.25%,107.4MiB,19.44GiB,0.54%
2026-09-07T12:26:30-03:00,scenario_2-service_a-1,138.11%,115.7MiB,19.44GiB,0.58%
2026-09-07T12:26:30-03:00,scenario_2-service_b-1,87.71%,107.7MiB,19.44GiB,0.54%
2026-09-07T12:26:35-03:00,scenario_2-service_a-1,195.80%,117.3MiB,19.44GiB,0.59%
2026-09-07T12:26:35-03:00,scenario_2-service_b-1,60.64%,116.5MiB,19.44GiB,0.59%
2026-09-07T12:26:40-03:00,scenario_2-service_a-1,214.58%,123.6MiB,19.44GiB,0.62%
2026-09-07T12:26:40-03:00,scenario_2-service_b-1,101.51%,117.1MiB,19.44GiB,0.59%
2026-09-07T12:26:45-03:00,scenario_2-service_a-1,147.86%,125.2MiB,19.44GiB,0.63%
2026-09-07T12:26:45-03:00,scenario_2-service_b-1,130.63%,119.6MiB,19.44GiB,0.60%
2026-09-07T12:26:50-03:00,scenario_2-service_a-1,0.06%,114.1MiB,19.44GiB,0.57%
2026-09-07T12:26:50-03:00,scenario_2-service_b-1,4.73%,106MiB,19.44GiB,0.53%
