timestamp,container,cpu_percent,memory_usage,memory_limit,memory_percent
2026-09-07T12:34:42-03:00,scenario_2-service_a-1,15.14%,106.4MiB,19.44GiB,0.53%
2026-09-07T12:34:42-03:00,scenario_2-service_b-1,23.74%,96.89MiB,19.44GiB,0.49%
2026-09-07T12:34:47-03:00,scenario_2-service_a-1,74.12%,107.9MiB,19.44GiB,0.54%
2026-09-07T12:34:47-03:00,scenario_2-service_b-1,45.05%,99.72MiB,19.44GiB,0.50%
2026-09-07T12:34:52-03:00,scenario_2-service_a-1,133.32%,108.3MiB,19.44GiB,0.54%
2026-09-07T12:34:52-03:00,scenario_2-service_b-1,58.13%,100.2MiB,19.44GiB,0.50%
2026-09-07T12:34:57-03:00,scenario_2-service_a-1,173.03%,108.8MiB,19.44GiB,0.55%
2026-09-07T12:34:57-03:00,scenario_2-service_b-1,137.61%,111.6MiB,19.44GiB,0.56%
2026-09-07T12:35:03-03:00,scenario_2-service_a-1,163.07%,111.6MiB,19.44GiB,0.56%
2026-09-07T12:35:03-03:00,scenario_2-service_b-1,84.05%,99.16MiB,19.44GiB,0.50%
2026-09-07T12:35:08-03:00,scenario_2-service_a-1,172.73%,111.7MiB,19.44GiB,0.56%
2026-09-07T12:35:08-03:00,scenario_2-service_b-1,142.24%,101.6MiB,19.44GiB,0.51%
2026-09-07T12:35:13-03:00,scenario_2-service_a-1,187.03%,114.9MiB,19.44GiB,0.58%
2026-09-07T12:35:13-03:00,scenario_2-service_b-1,101.49%,111.7MiB,19.44GiB,0.56%
2026-09-07T12:35:18-03:00,scenario_2-service_a-1,143.89%,114.9MiB,19.44GiB,0.58%
2026-09-07T12:35:18-03:00,scenario_2-service_b-1,86.50%,102.6MiB,19.44GiB,0.52%
2026-09-07T12:35:23-03:00,scenario_2-service_a-1,253.42%,114.4MiB,19.44GiB,0.57%
2026-09-07T12:35:23-03:00,scenario_2-service_b-1,62.92%,112.1MiB,19.44GiB,0.56%
2026-09-07T12:35:28-03:00,scenario_2-service_a-1,190.57%,114.7MiB,19.44GiB,0.58%
2026-09-07T12:35:28-03:00,scenario_2-service_b-1,113.63%,103.6MiB,19.44GiB,0.52%
2026-09-07T12:35:34-03:00,scenario_2-service_a-1,167.36%,114.6MiB,19.44GiB,0.58%
2026-09-07T12:35:34-03:00,scenario_2-service_b-1,131.84%,116.5MiB,19.44GiB,0.59%
2026-09-07T12:35:39-03:00,scenario_2-service_a-1,157.95%,114.8MiB,19.44GiB,0.58%
2026-09-07T12:35:39-03:00,scenario_2-service_b-1,89.65%,117.3MiB,19.44GiB,0.59%
2026-09-07T12:35:44-03:00,scenario_2-service_a-1,238.45%,114.7MiB,19.44GiB,0.58%
2026-09-07T12:35:44-03:00,scenario_2-service_b-1,90.50%,105.4MiB,19.44GiB,0.53%
2026-09-07T12:35:49-03:00,scenario_2-service_a-1,226.82%,124.2MiB,19.44GiB,0.62%
2026-09-07T12:35:49-03:00,scenario_2-service_b-1,78.72%,104.8MiB,19.44GiB,0.53%
2026-09-07T12:35:54-03:00,scenario_2-service_a-1,131.28%,114.4MiB,19.44GiB,0.57%
2026-09-07T12:35:54-03:00,scenario_2-service_b-1,140.88%,104.7MiB,19.44GiB,0.53%
2026-09-07T12:35:59-03:00,scenario_2-service_a-1,136.44%,114.9MiB,19.44GiB,0.58%
2026-09-07T12:35:59-03:00,scenario_2-service_b-1,89.58%,105.5MiB,19.44GiB,0.53%
2026-09-07T12:36:04-03:00,scenario_2-service_a-1,174.31%,114.6MiB,19.44GiB,0.58%
2026-09-07T12:36:05-03:00,scenario_2-service_b-1,81.48%,105.1MiB,19.44GiB,0.53%
2026-09-07T12:36:10-03:00,scenario_2-service_a-1,185.18%,115.1MiB,19.44GiB,0.58%
2026-09-07T12:36:10-03:00,scenario_2-service_b-1,131.89%,104.9MiB,19.44GiB,0.53%
2026-09-07T12:36:15-03:00,scenario_2-service_a-1,224.71%,114.9MiB,19.44GiB,0.58%
2026-09-07T12:36:15-03:00,scenario_2-service_b-1,52.28%,104.7MiB,19.44GiB,0.53%
2026-09-07T12:36:20-03:00,scenario_2-service_a-1,161.32%,114.8MiB,19.44GiB,0.58%
2026-09-07T12:36:20-03:00,scenario_2-service_b-1,61.38%,113.8MiB,19.44GiB,0.57%
2026-09-07T12:36:25-03:00,scenario_2-service_a-1,189.76%,115MiB,19.44GiB,0.58%
2026-09-07T12:36:25-03:00,scenario_2-service_b-1,81.79%,117.4MiB,19.44GiB,0.59%
2026-09-07T12:36:30-03:00,scenario_2-service_a-1,158.22%,115.6MiB,19.44GiB,0.58%
2026-09-07T12:36:30-03:00,scenario_2-service_b-1,55.36%,104.9MiB,19.44GiB,0.53%
2026-09-07T12:36:36-03:00,scenario_2-service_a-1,179.20%,115MiB,19.44GiB,0.58%
2026-09-07T12:36:36-03:00,scenario_2-service_b-1,137.43%,118.3MiB,19.44GiB,0.59%
2026-09-07T12:36:41-03:00,scenario_2-service_a-1,152.48%,116.2MiB,19.44GiB,0.58%
2026-09-07T12:36:41-03:00,scenario_2-service_b-1,79.37%,104.6MiB,19.44GiB,0.53%
2026-09-07T12:36:46-03:00,scenario_2-service_a-1,21.33%,114MiB,19.44GiB,0.57%
2026-09-07T12:36:46-03:00,scenario_2-service_b-1,21.58%,105MiB,19.44GiB,0.53%
