timestamp,container,cpu_percent,memory_usage,memory_limit,memory_percent
2026-09-07T12:29:45-03:00,scenario_4-service_a-1,61.30%,109.9MiB,19.44GiB,0.55%
2026-09-07T12:29:45-03:00,scenario_4-service_b-1,25.11%,101.5MiB,19.44GiB,0.51%
2026-09-07T12:29:51-03:00,scenario_4-service_a-1,93.45%,110.5MiB,19.44GiB,0.55%
2026-09-07T12:29:51-03:00,scenario_4-service_b-1,41.40%,106.1MiB,19.44GiB,0.53%
2026-09-07T12:29:56-03:00,scenario_4-service_a-1,192.28%,110.3MiB,19.44GiB,0.55%
2026-09-07T12:29:56-03:00,scenario_4-service_b-1,89.91%,102.2MiB,19.44GiB,0.51%
2026-09-07T12:30:01-03:00,scenario_4-service_a-1,203.43%,111.8MiB,19.44GiB,0.56%
2026-09-07T12:30:01-03:00,scenario_4-service_b-1,86.04%,102MiB,19.44GiB,0.51%
2026-09-07T12:30:06-03:00,scenario_4-service_a-1,173.76%,114.2MiB,19.44GiB,0.57%
2026-09-07T12:30:06-03:00,scenario_4-service_b-1,89.32%,110.8MiB,19.44GiB,0.56%
2026-09-07T12:30:12-03:00,scenario_4-service_a-1,180.94%,117.1MiB,19.44GiB,0.59%
2026-09-07T12:30:12-03:00,scenario_4-service_b-1,90.35%,104MiB,19.44GiB,0.52%
2026-09-07T12:30:17-03:00,scenario_4-service_a-1,211.07%,116.8MiB,19.44GiB,0.59%
2026-09-07T12:30:17-03:00,scenario_4-service_b-1,77.08%,104.2MiB,19.44GiB,0.52%
2026-09-07T12:30:22-03:00,scenario_4-service_a-1,188.01%,117.1MiB,19.44GiB,0.59%
2026-09-07T12:30:22-03:00,scenario_4-service_b-1,85.68%,104.2MiB,19.44GiB,0.52%
2026-09-07T12:30:27-03:00,scenario_4-service_a-1,160.24%,117.3MiB,19.44GiB,0.59%
2026-09-07T12:30:27-03:00,scenario_4-service_b-1,89.67%,107.4MiB,19.44GiB,0.54%
2026-09-07T12:30:32-03:00,scenario_4-service_a-1,195.96%,117MiB,19.44GiB,0.59%
2026-09-07T12:30:32-03:00,scenario_4-service_b-1,82.76%,107MiB,19.44GiB,0.54%
2026-09-07T12:30:38-03:00,scenario_4-service_a-1,247.91%,117.3MiB,19.44GiB,0.59%
2026-09-07T12:30:38-03:00,scenario_4-service_b-1,111.81%,107MiB,19.44GiB,0.54%
2026-09-07T12:30:43-03:00,scenario_4-service_a-1,162.71%,117.3MiB,19.44GiB,0.59%
2026-09-07T12:30:43-03:00,scenario_4-service_b-1,101.84%,112.9MiB,19.44GiB,0.57%
2026-09-07T12:30:48-03:00,scenario_4-service_a-1,185.71%,117.5MiB,19.44GiB,0.59%
2026-09-07T12:30:48-03:00,scenario_4-service_b-1,65.04%,107.1MiB,19.44GiB,0.54%
2026-09-07T12:30:53-03:00,scenario_4-service_a-1,191.24%,117.2MiB,19.44GiB,0.59%
2026-09-07T12:30:53-03:00,scenario_4-service_b-1,101.90%,114.7MiB,19.44GiB,0.58%
2026-09-07T12:30:58-03:00,scenario_4-service_a-1,266.35%,117MiB,19.44GiB,0.59%
2026-09-07T12:30:58-03:00,scenario_4-service_b-1,113.78%,109.2MiB,19.44GiB,0.55%
2026-09-07T12:31:04-03:00,scenario_4-service_a-1,238.71%,116.8MiB,19.44GiB,0.59%
2026-09-07T12:31:04-03:00,scenario_4-service_b-1,65.81%,108.6MiB,19.44GiB,0.55%
2026-09-07T12:31:09-03:00,scenario_4-service_a-1,184.42%,117MiB,19.44GiB,0.59%
2026-09-07T12:31:09-03:00,scenario_4-service_b-1,66.26%,108.6MiB,19.44GiB,0.55%
2026-09-07T12:31:14-03:00,scenario_4-service_a-1,215.85%,117.1MiB,19.44GiB,0.59%
2026-09-07T12:31:14-03:00,scenario_4-service_b-1,74.10%,108.2MiB,19.44GiB,0.54%
2026-09-07T12:31:19-03:00,scenario_4-service_a-1,196.48%,117MiB,19.44GiB,0.59%
2026-09-07T12:31:19-03:00,scenario_4-service_b-1,113.73%,116MiB,19.44GiB,0.58%
2026-09-07T12:31:24-03:00,scenario_4-service_a-1,256.94%,116.7MiB,19.44GiB,0.59%
2026-09-07T12:31:24-03:00,scenario_4-service_b-1,86.79%,108.6MiB,19.44GiB,0.55%
2026-09-07T12:31:30-03:00,scenario_4-service_a-1,173.03%,116.8MiB,19.44GiB,0.59%
2026-09-07T12:31:30-03:00,scenario_4-service_b-1,81.22%,108.6MiB,19.44GiB,0.55%
2026-09-07T12:31:35-03:00,scenario_4-service_a-1,174.43%,117.3MiB,19.44GiB,0.59%
2026-09-07T12:31:35-03:00,scenario_4-service_b-1,88.13%,116.5MiB,19.44GiB,0.59%
2026-09-07T12:31:40-03:00,scenario_4-service_a-1,201.49%,116.5MiB,19.44GiB,0.59%
2026-09-07T12:31:40-03:00,scenario_4-service_b-1,82.78%,108.2MiB,19.44GiB,0.54%
2026-09-07T12:31:45-03:00,scenario_4-service_a-1,0.06%,115MiB,19.44GiB,0.58%
2026-09-07T12:31:45-03:00,scenario_4-service_b-1,13.11%,107.7MiB,19.44GiB,0.54%
