timestamp,container,cpu_percent,memory_usage,memory_limit,memory_percent
2026-09-07T12:49:50-03:00,scenario_1-service_a-1,32.37%,119.9MiB,19.44GiB,0.60%
2026-09-07T12:49:50-03:00,scenario_1-service_b-1,8.39%,97.3MiB,19.44GiB,0.49%
2026-09-07T12:49:55-03:00,scenario_1-service_a-1,80.58%,108.2MiB,19.44GiB,0.54%
2026-09-07T12:49:55-03:00,scenario_1-service_b-1,39.44%,97.43MiB,19.44GiB,0.49%
2026-09-07T12:50:00-03:00,scenario_1-service_a-1,190.94%,109MiB,19.44GiB,0.55%
2026-09-07T12:50:00-03:00,scenario_1-service_b-1,70.71%,97.61MiB,19.44GiB,0.49%
2026-09-07T12:50:05-03:00,scenario_1-service_a-1,159.34%,108.4MiB,19.44GiB,0.54%
2026-09-07T12:50:05-03:00,scenario_1-service_b-1,44.85%,97.41MiB,19.44GiB,0.49%
2026-09-07T12:50:10-03:00,scenario_1-service_a-1,251.08%,110.2MiB,19.44GiB,0.55%
2026-09-07T12:50:10-03:00,scenario_1-service_b-1,82.50%,101.1MiB,19.44GiB,0.51%
2026-09-07T12:50:15-03:00,scenario_1-service_a-1,159.83%,115MiB,19.44GiB,0.58%
2026-09-07T12:50:15-03:00,scenario_1-service_b-1,95.33%,111.2MiB,19.44GiB,0.56%
2026-09-07T12:50:20-03:00,scenario_1-service_a-1,123.90%,114.7MiB,19.44GiB,0.58%
2026-09-07T12:50:20-03:00,scenario_1-service_b-1,52.45%,103MiB,19.44GiB,0.52%
2026-09-07T12:50:26-03:00,scenario_1-service_a-1,255.38%,114.9MiB,19.44GiB,0.58%
2026-09-07T12:50:26-03:00,scenario_1-service_b-1,89.84%,103.2MiB,19.44GiB,0.52%
2026-09-07T12:50:31-03:00,scenario_1-service_a-1,216.84%,124.3MiB,19.44GiB,0.62%
2026-09-07T12:50:31-03:00,scenario_1-service_b-1,65.29%,103.1MiB,19.44GiB,0.52%
2026-09-07T12:50:36-03:00,scenario_1-service_a-1,203.36%,114.8MiB,19.44GiB,0.58%
2026-09-07T12:50:36-03:00,scenario_1-service_b-1,46.06%,103.1MiB,19.44GiB,0.52%
2026-09-07T12:50:41-03:00,scenario_1-service_a-1,142.29%,115.2MiB,19.44GiB,0.58%
2026-09-07T12:50:41-03:00,scenario_1-service_b-1,59.90%,103MiB,19.44GiB,0.52%
2026-09-07T12:50:46-03:00,scenario_1-service_a-1,200.81%,114.8MiB,19.44GiB,0.58%
2026-09-07T12:50:46-03:00,scenario_1-service_b-1,63.09%,103.1MiB,19.44GiB,0.52%
2026-09-07T12:50:51-03:00,scenario_1-service_a-1,157.55%,114.9MiB,19.44GiB,0.58%
2026-09-07T12:50:51-03:00,scenario_1-service_b-1,83.94%,103.2MiB,19.44GiB,0.52%
2026-09-07T12:50:57-03:00,scenario_1-service_a-1,198.15%,117.3MiB,19.44GiB,0.59%
2026-09-07T12:50:57-03:00,scenario_1-service_b-1,61.50%,102.8MiB,19.44GiB,0.52%
2026-09-07T12:51:02-03:00,scenario_1-service_a-1,151.33%,115MiB,19.44GiB,0.58%
2026-09-07T12:51:02-03:00,scenario_1-service_b-1,72.17%,104.9MiB,19.44GiB,0.53%
2026-09-07T12:51:07-03:00,scenario_1-service_a-1,160.87%,114.7MiB,19.44GiB,0.58%
2026-09-07T12:51:07-03:00,scenario_1-service_b-1,133.54%,117.8MiB,19.44GiB,0.59%
2026-09-07T12:51:12-03:00,scenario_1-service_a-1,163.74%,126.1MiB,19.44GiB,0.63%
2026-09-07T12:51:12-03:00,scenario_1-service_b-1,71.61%,104.4MiB,19.44GiB,0.52%
2026-09-07T12:51:17-03:00,scenario_1-service_a-1,133.70%,114.5MiB,19.44GiB,0.58%
2026-09-07T12:51:17-03:00,scenario_1-service_b-1,81.08%,105.1MiB,19.44GiB,0.53%
2026-09-07T12:51:22-03:00,scenario_1-service_a-1,234.53%,114.7MiB,19.44GiB,0.58%
2026-09-07T12:51:22-03:00,scenario_1-service_b-1,50.25%,111.6MiB,19.44GiB,0.56%
2026-09-07T12:51:27-03:00,scenario_1-service_a-1,183.02%,115.2MiB,19.44GiB,0.58%
2026-09-07T12:51:28-03:00,scenario_1-service_b-1,97.56%,104.4MiB,19.44GiB,0.52%
2026-09-07T12:51:33-03:00,scenario_1-service_a-1,200.43%,115.2MiB,19.44GiB,0.58%
2026-09-07T12:51:33-03:00,scenario_1-service_b-1,57.90%,104.7MiB,19.44GiB,0.53%
2026-09-07T12:51:38-03:00,scenario_1-service_a-1,226.53%,114.5MiB,19.44GiB,0.58%
2026-09-07T12:51:38-03:00,scenario_1-service_b-1,130.07%,117.8MiB,19.44GiB,0.59%
2026-09-07T12:51:43-03:00,scenario_1-service_a-1,127.59%,115.1MiB,19.44GiB,0.58%
2026-09-07T12:51:43-03:00,scenario_1-service_b-1,136.27%,105.3MiB,19.44GiB,0.53%
2026-09-07T12:51:48-03:00,scenario_1-service_a-1,157.22%,127.6MiB,19.44GiB,0.64%
2026-09-07T12:51:48-03:00,scenario_1-service_b-1,23.32%,104.5MiB,19.44GiB,0.52%
2026-09-07T12:51:53-03:00,scenario_1-service_a-1,0.05%,113.5MiB,19.44GiB,0.57%
2026-09-07T12:51:53-03:00,scenario_1-service_b-1,0.06%,103.9MiB,19.44GiB,0.52%
