timestamp,container,cpu_percent,memory_usage,memory_limit,memory_percent
2026-09-07T12:27:18-03:00,scenario_3-service_a-1,47.79%,110.1MiB,19.44GiB,0.55%
2026-09-07T12:27:18-03:00,scenario_3-service_b-1,24.39%,103.5MiB,19.44GiB,0.52%
2026-09-07T12:27:23-03:00,scenario_3-service_a-1,93.36%,111.2MiB,19.44GiB,0.56%
2026-09-07T12:27:23-03:00,scenario_3-service_b-1,46.00%,103.6MiB,19.44GiB,0.52%
2026-09-07T12:27:28-03:00,scenario_3-service_a-1,155.37%,111.4MiB,19.44GiB,0.56%
2026-09-07T12:27:28-03:00,scenario_3-service_b-1,77.22%,103.3MiB,19.44GiB,0.52%
2026-09-07T12:27:34-03:00,scenario_3-service_a-1,194.83%,111.9MiB,19.44GiB,0.56%
2026-09-07T12:27:34-03:00,scenario_3-service_b-1,73.43%,104MiB,19.44GiB,0.52%
2026-09-07T12:27:39-03:00,scenario_3-service_a-1,141.98%,113.3MiB,19.44GiB,0.57%
2026-09-07T12:27:39-03:00,scenario_3-service_b-1,64.17%,105.2MiB,19.44GiB,0.53%
2026-09-07T12:27:44-03:00,scenario_3-service_a-1,182.82%,125.7MiB,19.44GiB,0.63%
2026-09-07T12:27:44-03:00,scenario_3-service_b-1,72.80%,105.8MiB,19.44GiB,0.53%
2026-09-07T12:27:49-03:00,scenario_3-service_a-1,214.53%,118.4MiB,19.44GiB,0.59%
2026-09-07T12:27:49-03:00,scenario_3-service_b-1,59.43%,106.4MiB,19.44GiB,0.53%
2026-09-07T12:27:54-03:00,scenario_3-service_a-1,171.23%,117.4MiB,19.44GiB,0.59%
2026-09-07T12:27:54-03:00,scenario_3-service_b-1,77.79%,107MiB,19.44GiB,0.54%
2026-09-07T12:28:00-03:00,scenario_3-service_a-1,130.44%,117.5MiB,19.44GiB,0.59%
2026-09-07T12:28:00-03:00,scenario_3-service_b-1,78.10%,108.7MiB,19.44GiB,0.55%
2026-09-07T12:28:05-03:00,scenario_3-service_a-1,127.01%,117.5MiB,19.44GiB,0.59%
2026-09-07T12:28:05-03:00,scenario_3-service_b-1,71.69%,110.6MiB,19.44GiB,0.56%
2026-09-07T12:28:10-03:00,scenario_3-service_a-1,232.02%,126.7MiB,19.44GiB,0.64%
2026-09-07T12:28:10-03:00,scenario_3-service_b-1,70.93%,108.8MiB,19.44GiB,0.55%
2026-09-07T12:28:15-03:00,scenario_3-service_a-1,177.69%,129.3MiB,19.44GiB,0.65%
2026-09-07T12:28:15-03:00,scenario_3-service_b-1,106.92%,108.4MiB,19.44GiB,0.54%
2026-09-07T12:28:20-03:00,scenario_3-service_a-1,175.81%,130.4MiB,19.44GiB,0.66%
2026-09-07T12:28:20-03:00,scenario_3-service_b-1,60.79%,108.3MiB,19.44GiB,0.54%
2026-09-07T12:28:26-03:00,scenario_3-service_a-1,144.34%,117.7MiB,19.44GiB,0.59%
2026-09-07T12:28:26-03:00,scenario_3-service_b-1,100.63%,108.5MiB,19.44GiB,0.54%
2026-09-07T12:28:31-03:00,scenario_3-service_a-1,242.95%,129MiB,19.44GiB,0.65%
2026-09-07T12:28:31-03:00,scenario_3-service_b-1,100.03%,108.5MiB,19.44GiB,0.55%
2026-09-07T12:28:36-03:00,scenario_3-service_a-1,207.52%,117.4MiB,19.44GiB,0.59%
2026-09-07T12:28:36-03:00,scenario_3-service_b-1,52.12%,108.5MiB,19.44GiB,0.55%
2026-09-07T12:28:41-03:00,scenario_3-service_a-1,210.07%,117.4MiB,19.44GiB,0.59%
2026-09-07T12:28:41-03:00,scenario_3-service_b-1,52.53%,108.6MiB,19.44GiB,0.55%
2026-09-07T12:28:46-03:00,scenario_3-service_a-1,136.41%,117.2MiB,19.44GiB,0.59%
2026-09-07T12:28:46-03:00,scenario_3-service_b-1,84.71%,108.8MiB,19.44GiB,0.55%
2026-09-07T12:28:51-03:00,scenario_3-service_a-1,268.03%,117.1MiB,19.44GiB,0.59%
2026-09-07T12:28:51-03:00,scenario_3-service_b-1,104.02%,108.7MiB,19.44GiB,0.55%
2026-09-07T12:28:57-03:00,scenario_3-service_a-1,197.64%,118MiB,19.44GiB,0.59%
2026-09-07T12:28:57-03:00,scenario_3-service_b-1,71.74%,108.1MiB,19.44GiB,0.54%
2026-09-07T12:29:02-03:00,scenario_3-service_a-1,147.71%,117.3MiB,19.44GiB,0.59%
2026-09-07T12:29:02-03:00,scenario_3-service_b-1,82.02%,108.7MiB,19.44GiB,0.55%
2026-09-07T12:29:07-03:00,scenario_3-service_a-1,157.63%,117.5MiB,19.44GiB,0.59%
2026-09-07T12:29:07-03:00,scenario_3-service_b-1,74.46%,108.5MiB,19.44GiB,0.54%
2026-09-07T12:29:12-03:00,scenario_3-service_a-1,216.68%,126.4MiB,19.44GiB,0.63%
2026-09-07T12:29:12-03:00,scenario_3-service_b-1,78.64%,108.6MiB,19.44GiB,0.55%
2026-09-07T12:29:18-03:00,scenario_3-service_a-1,145.27%,115.5MiB,19.44GiB,0.58%
2026-09-07T12:29:18-03:00,scenario_3-service_b-1,16.68%,107.3MiB,19.44GiB,0.54%
